name,lat,lng,type,state,district,phone
Virudhunagar Hindu Nadar V Dhanasamy Parimala Devi Medical Trust Blood Bank,9.5697467,77.9765864,blood_bank,Tamil Nadu,VIRUDHUNAGAR,04562243060; 04562245607; 04562244282
Thai Moogambigai Blood Bank and Clinical Laboratory,9.9224172,78.1368155,blood_bank,Tamil Nadu,MADURAI,4522535685
Government Hospital Blood Bank Thiruchengode,11.3764264,77.8943029,blood_bank,Tamil Nadu,NAMAKKAL,
Government Head quarters Hospital,11.1427518,79.0695718,blood_bank,Tamil Nadu,Ariyalur,
Rajesh Tilak Hospital Blood Bank,8.7990014,78.1262007,blood_bank,Tamil Nadu,Thoothukudi (TUTICORIN),
Lords Blood Bank (Run By Rajamony Memorial Educational Charitable Trust),8.1992021,77.3803266,blood_bank,Tamil Nadu,Kanyakumari,4651231112
Vivekanandha Medical Care Hospital Blood Bank,11.3651259,77.9478492,blood_bank,Tamil Nadu,NAMAKKAL,4288234677
Victory Blood Bank,10.8271829,78.6805375,blood_bank,Tamil Nadu,TIRUCHIRAPPALLI,4312768588
PAC Ramasamy Raja Rotary Blood Bank,9.4311886,77.5626251,blood_bank,Tamil Nadu,VIRUDHUNAGAR,4563226625
M/s SKS Hospital Blood Bank ( Unit of SKS Hospital (I) Private Limited),11.6708128,78.1438328,blood_bank,Tamil Nadu,SALEM,
Sivaramji Blood Bank (Unit of Janaseva Trust),11.6665581,78.1448105,blood_bank,Tamil Nadu,SALEM,04272318003; 04272416760
Doctors Blood Bank and Research Centre,10.8204287,78.6767428,blood_bank,Tamil Nadu,TIRUCHIRAPPALLI,431274004
"Government Headquarters Hospital Blood Bank, Ramanathapuram",9.3641485,78.8323894,blood_bank,Tamil Nadu,RAMANATHAPURAM,4567228178
Government Sivagangai Medical College Hospital Blood Bank,9.8388763,78.4774514,blood_bank,Tamil Nadu,SIVAGANGA,4575246356
Meenakshi Mission Hospital and Research Centre Blood Bank,9.9483291,78.1626566,blood_bank,Tamil Nadu,MADURAI,4522588741
Vadamalayan Hospital Blood Bank,9.9429502,78.1302085,blood_bank,Tamil Nadu,MADURAI,4522545400
Sivan Blood Bank Run by Lakshmiammal Memorial Trust,9.923797,78.1461529,blood_bank,Tamil Nadu,MADURAI,4522536562
Government Rajaji Hospital Blood Bank,9.9275356,78.1314987,blood_bank,Tamil Nadu,MADURAI,4522520950
Christian Mission Hospital Blood Bank,9.9159407,78.1257856,blood_bank,Tamil Nadu,MADURAI,04522326458; 04522326294
Annai Abirami Blood Bank,9.9151772,78.1194925,blood_bank,Tamil Nadu,MADURAI,4522339750
Government Hospital Blood Bank - Rajapalyam,9.4519434,77.5548911,blood_bank,Tamil Nadu,VIRUDHUNAGAR,4563221301
"Government Hospital Blood Bank, Ambasamudram",8.7024943,77.4578257,blood_bank,Tamil Nadu,TIRUNELVELI,4634253480
Sree Mookambika Institute Medical Science Blood Bank,8.3610854,77.2924072,blood_bank,Tamil Nadu,Kanyakumari,46512788250
"Government Head Quarters Hospital Blood Bank, kanyakumari",8.2478827,77.3133291,blood_bank,Tamil Nadu,Kanyakumari,4651256023
Kanyakumari Medical Mission CSI Hospital Blood Bank,8.2116702,77.3028544,blood_bank,Tamil Nadu,Kanyakumari,4651222222
Kanyakumari Medical College Hospital Blood Bank,8.1721907,77.3919064,blood_bank,Tamil Nadu,Kanyakumari,4652236949
Kanya Blood Bank,8.1755167,77.4298717,blood_bank,Tamil Nadu,Kanyakumari,04652279850; 04652273951
Catherine Booth Hospital Blood Bank,8.1999169,77.4305812,blood_bank,Tamil Nadu,Kanyakumari,04652275516; 04652275517
Thangam Blood Bank (Run by Thangam Chartiable Community Health Trust) William Hospital,8.1914003,77.4237563,blood_bank,Tamil Nadu,Kanyakumari,4652277955
Bensam Hospital Blood Bank,8.1896322,77.412267,blood_bank,Tamil Nadu,Kanyakumari,04652232532; 04652232533; 04652232534; 04652232535
Dr. Jeyasekharan Medical Trust and Nursing Home Blood Bank,8.184487,77.4099228,blood_bank,Tamil Nadu,Kanyakumari,04652230019; 0465230020; 04652230021
Vivek Blood Bank,8.1845368,77.410413,blood_bank,Tamil Nadu,Kanyakumari,04652230108; 04652234408
Sri Venkateswara Hospital Blood Bank,10.7758335,79.6285361,blood_bank,Tamil Nadu,THIRUVARUR,04366242866; 04366243143
Vikram Clinical Blood Bank,10.0248494,77.4782353,blood_bank,Tamil Nadu,THENI,452322282
M/s Karur Voluntary Blood Bank and Laboratary,10.9620032,78.0753426,blood_bank,Tamil Nadu,KARUR,
Royal Blood Bank (Run by Royal Medical Trust),8.1780037,77.431007,blood_bank,Tamil Nadu,Kanyakumari,4652229903
Indian Blood Bank,10.3712048,77.9818324,blood_bank,Tamil Nadu,DINDIGUL,4512429393
Government RSRM Hospital,13.1088006,80.2890582,blood_bank,Tamil Nadu,CHENNAI,4425901665
Government Kilpauk Medical College Hospital Blood Bank,13.0782751,80.2438802,blood_bank,Tamil Nadu,CHENNAI,4428364955
District Hospital Blood Bank Tumkur,13.3376458,77.099334,blood_bank,Karnataka,TUMAKURU,8162257404
Rotary Tumkur Central Belli Blood Bank,13.3381646,77.0984305,blood_bank,Karnataka,TUMAKURU,816225277
J.C. Voluntary Blood Bank,13.337685,77.1169357,blood_bank,Karnataka,TUMAKURU,8162272980
Apollo Hospital Enterprises Limited Blood Bank,13.0631606,80.2516723,blood_bank,Tamil Nadu,CHENNAI,04428294870; 04428290200
Southern Railway Headquarters Hospital,13.1022423,80.2328981,blood_bank,Tamil Nadu,CHENNAI,4426741624
Right Hospitals Blood Bank,13.0788695,80.2405719,blood_bank,Tamil Nadu,CHENNAI,4426403939
Madras Egmore Lions Blood Bank and Research Foundation,13.0703065,80.260651,blood_bank,Tamil Nadu,CHENNAI,04428414949; 04428414959; 04428415959
Chennai Port Trust Hospital Blood Bank,13.0858138,80.2916104,blood_bank,Tamil Nadu,CHENNAI,4425362201
ESI Hospital Blood Bank - Chennai,13.0950804,80.239538,blood_bank,Tamil Nadu,CHENNAI,4426449284
Kanchi Kamakoti Child Trust Hospital Blood Bank,13.0574163,80.2459538,blood_bank,Tamil Nadu,CHENNAI,04442001800;Extn205
The Institute of Child Health and Hospital for Children's Blood Bank,13.0735815,80.2570662,blood_bank,Tamil Nadu,CHENNAI,04428191132; 04428192138
Billroth Hospitals Limited Blood Bank,13.0759969,80.2281184,blood_bank,Tamil Nadu,CHENNAI,4442921767
Bharathiraja Speciality Hospital Blood Bank,13.048164,80.245062,blood_bank,Tamil Nadu,CHENNAI,4430113011
Landsteiner Lakshmi Memorial Research Foundation's Blood Bank,13.0750903,80.2279629,blood_bank,Tamil Nadu,CHENNAI,04442320000; 04426644111
Institute of Obstetrics and Gynaecology Government Hospital for Women and Children's Blood Bank,13.0736253,80.259165,blood_bank,Tamil Nadu,CHENNAI,4428194896
Government Stanley Hospital Blood Bank,13.1070229,80.2852656,blood_bank,Tamil Nadu,CHENNAI,4425284941
CSI Rainy Multi Speciality Hospital,13.1180206,80.2906997,blood_bank,Tamil Nadu,CHENNAI,4440505050
Jeevan Blood Bank and Research Centre,13.0646649,80.2418809,blood_bank,Tamil Nadu,CHENNAI,043520220; 04428263113
Government Peripheral Hospital Blood Bank - Chennai,13.0952815,80.2193838,blood_bank,Tamil Nadu,CHENNAI,4426209490
M/s. Sri Siddartha Medical College Hospital Blood Bank,13.3452522,77.0563835,blood_bank,Karnataka,BENGALURU RURAL,
Harsha Hospital Blood Bank,13.0929591,77.3954576,blood_bank,Karnataka,BENGALURU RURAL,
Sapthagiri Hospital Blood Bank,13.070394,77.502239,blood_bank,Karnataka,BENGALURU URBAN,8022791638
MDC Voluntary Blood Bank,12.5200746,76.8992758,blood_bank,Karnataka,MANDYA,8232231665
Cauvery Hospital Blood Bank,12.3051411,76.6958416,blood_bank,Karnataka,Mysore,8212425000
Basappa Memorial Hospital Blood Bank,12.3206664,76.6200498,blood_bank,Karnataka,Mysore,8212511671
Blood Bank,12.2996195,76.6234951,blood_bank,Karnataka,Mysore,8212545981
B. G. S. Apollo Hospital Blood Bank,12.2959768,76.6324081,blood_bank,Karnataka,Mysore,8212566666
Holdsworth Memorial Mission Hospital Blood Bank,12.3203624,76.65023,blood_bank,Karnataka,Mysore,8212521650
Jeevadhara Voluntary Blood Bank,12.3162535,76.6510119,blood_bank,Karnataka,Mysore,8212444936
K. R. Hospital Blood Bank,12.313557,76.650002,blood_bank,Karnataka,Mysore,8212429800
J. S. S. Hospital Blood Bank,12.2956479,76.6555622,blood_bank,Karnataka,Mysore,8212335009
Pillar Health Centre Blood Bank,11.6531979,92.7306551,blood_bank,Andaman And Nicobar Islands,SOUTH ANDAMAN,03192233193; 03192233993
Indian Serological Institute Blood Bank,18.5061616,73.839983,blood_bank,Maharashtra,PUNE,02024535244; 02024538453
Deenanath Mangeshkar Hospital Blood Bank,18.5020141,73.8323001,blood_bank,Maharashtra,PUNE,02026602307;02026602308;02026602313;02025420104
Padmashree Dr. D.Y. Patil (Vishweshwar) Blood Bank,18.6242477,73.8211727,blood_bank,Maharashtra,PUNE,02027423844; 02027420439
Pimpari Serological Institute Blood Bank,18.6242458,73.8079447,blood_bank,Maharashtra,PUNE,02027421179; 02027427779
"District Hospital Blood Bank, Sidhi",24.4137264,81.8809225,blood_bank,Madhya Pradesh,SIDHI,07822252207; 07822252153
S. S. Medical College Blood Bank,24.5317735,81.2999171,blood_bank,Madhya Pradesh,REWA,7662257441
MP Birla Hospital and Priyamvada Birla Cancer Research Institute Blood Bank,24.5851799,80.8560123,blood_bank,Madhya Pradesh,SATNA,07672257411; 07672257412; 07672404085
"District Hospital Blood Bank, Satna",24.5682524,80.8321398,blood_bank,Madhya Pradesh,SATNA,7672223226
Smt Kashibai Navale General Hospital Blood Bank,18.4562697,73.8207918,blood_bank,Maharashtra,PUNE,020241062299; 02024699884; 02024106274
Bharati Vidyapeeth Medical Foundation Blood Bank,18.4594703,73.8562721,blood_bank,Maharashtra,PUNE,02040555555; 02024379432
R.G Gholap Memorial Blood Bank,18.4872101,73.8569641,blood_bank,Maharashtra,PUNE,02065402140; 9822442140; 8554942140
Jankalyan Blood Bank Nalegaon,19.0945967,74.7313743,blood_bank,Maharashtra,AHMEDNAGAR,02412346647; 02412329827
Garware Blood Bank - Talegaon Rural Hospital,18.7350789,73.6755489,blood_bank,Maharashtra,PUNE,02114223916; 02114308399
Shree Sai Blood Bank & Component,18.993952,73.1064753,blood_bank,Maharashtra,RAIGAD,02227467856; 02227450885; 02227463796
Mahatma Gandhi Mission Medical College and Hospital Blood Bank,19.0176483,73.1041431,blood_bank,Maharashtra,THANE,02227863483; 02227427905; 02227420320
Rotary Club New Panvel charitable Trust Late Dr. B.V. Limaye Blood Bank,19.0082376,73.1083703,blood_bank,Maharashtra,RAIGAD,02227459322; 02232092960
Central Hospital Blood Bank,19.2294785,73.1652305,blood_bank,Maharashtra,THANE,02512709432; 02512708730
District Civil Surgeon Blood Bank,18.6418179,72.8708111,blood_bank,Maharashtra,RAIGAD,2141225734
Government Hospital Blood Bank - Pollachi,10.6586402,77.0097211,blood_bank,Tamil Nadu,COIMBATORE,4259229322
"Government Hospital Blood Bank, Dharapuram",10.7325388,77.5304814,blood_bank,Tamil Nadu,TIRUPPUR,4258220226
M/S Annai Blood Bank,8.9599165,77.308782,blood_bank,Tamil Nadu,TIRUNELVELI,
M/s AVM Hospital Blood Bank,8.8019191,78.1379709,blood_bank,Tamil Nadu,Thoothukudi (TUTICORIN),
M/s Moses Blood Bank,8.8065378,78.1495768,blood_bank,Tamil Nadu,Thoothukudi (TUTICORIN),
"Kasturba Hospital Blood Bank, Gandhigram",10.2792531,77.922277,blood_bank,Tamil Nadu,DINDIGUL,45102452328
M/s Ramnad Blood Bank( Run by C.Lakshmiammal Memorial Trust),9.3585776,78.8458387,blood_bank,Tamil Nadu,RAMANATHAPURAM,
KMR Blood Bank (Run by KMR Charitable Trust),10.7680446,79.1359967,blood_bank,Tamil Nadu,THANJAVUR,
Essar Blood Bank,12.6880755,79.980631,blood_bank,Tamil Nadu,KANCHIPURAM,
Om Sakthi Blood Bank,12.1327287,78.1616189,blood_bank,Tamil Nadu,DHARMAPURI,04342260388; 04342261388
Government Hospital Blood Bank - Coimbatore,11.3045778,76.9364311,blood_bank,Tamil Nadu,COIMBATORE,4254272275
Kuriji Hospital Blood Bank (A Unit of Vangal Amman Health Service Limited),11.0197281,76.9947839,blood_bank,Tamil Nadu,COIMBATORE,4222562744
Siventhi Blood Bank (Siventhi Medical Trust),8.1892021,77.4107918,blood_bank,Tamil Nadu,Kanyakumari,04652221221; 04652221331
Sree Meenakshi Multi Speciality Hospital Blood Bank (Run by Ayyamperumal and K Dakshinamoorthy Trust),10.3796782,78.8231197,blood_bank,Tamil Nadu,PUDUKKOTTAI,4322220234
Nitte University Blood Bank,12.8077866,74.8879167,blood_bank,Karnataka,DAKSHINA KANNADA,824220447
Jeeva Raksha Blood Bank,13.0028852,76.1059897,blood_bank,Karnataka,HASSAN,817226204
Sri Chamarajendra District Hospital Blood Bank,13.004742,76.104439,blood_bank,Karnataka,HASSAN,8172252330
"Holy Cross Hospital Blood Bank, Jyothi Nagar",13.3385776,75.8036926,blood_bank,Karnataka,CHIKKAMAGALURU,8262220077
Peerless Hospital and Research Center Limited Blood Bank,22.4809959,88.3937055,blood_bank,West Bengal,KOLKATA,0321124622394; 0321124620071; 0321124620072; 0321124620073
Medica Super Specialty Hospital Blood Bank,22.4943934,88.4008428,blood_bank,West Bengal,KOLKATA,3366525000
The Haemophilia Society Calcutta Chapter Blood Bank,22.4969248,88.3992764,blood_bank,West Bengal,KOLKATA,03324263739; 03324264273
Fortis Hospitals Limited Blood Bank,22.5203668,88.4011191,blood_bank,West Bengal,KOLKATA,033-66284230; 8585030368
Tata Medical Centre Trust Blood Bank,22.5772623,88.4798795,blood_bank,West Bengal,KOLKATA,3224269048
Barasat Cancer Research and Welfare Centre Blood Bank,22.7240295,88.4889199,blood_bank,West Bengal,KOLKATA,03325522222; 03325522562; 0332552500
Gandhi Memorial Hospital Blood Bank,22.9664222,88.4727207,blood_bank,West Bengal,NADIA,03325898443; 03325897292
Chandannagar Sub Divisional Hospital Blood Bank,22.8667001,88.3693242,blood_bank,West Bengal,HOOGHLY,03326835398; 03326859443
"Base Hospital Blood Bank, Barrackpore",22.7677753,88.3470941,blood_bank,West Bengal,24 PARAGANAS NORTH,
Walsh Hospital Blood Bank,22.7547756,88.346581,blood_bank,West Bengal,HOOGHLY,3326526305
College of Medicine and Sagore Dutta Hospital Blood Bank,22.6747335,88.3743694,blood_bank,West Bengal,KOLKATA,3325834277
Howrah Orthopaedic Hospital Blood Bank,22.5838327,88.3356947,blood_bank,West Bengal,HOWRAH,033-26413688; 03326411642
Howrah District Hospital Blood Bank,22.5801698,88.3362713,blood_bank,West Bengal,HOWRAH,03326411227; 03326418821
Central Hospital's Blood Bank,22.5460331,88.3103076,blood_bank,West Bengal,KOLKATA,3324504074
Command Hospital (EC) Blood Bank,22.5295587,88.3304805,blood_bank,West Bengal,KOLKATA,03322226415; 03322226411
B.M. Birla Heart Research Centre Blood Bank,22.5326258,88.3283944,blood_bank,West Bengal,KOLKATA,03330403040; 03330403112
Woodland Multispeciality Hospital Limited Blood Bank,22.5322319,88.329134,blood_bank,West Bengal,KOLKATA,3324567075
S.S.K.M Hospital Blood Bank,22.5395418,88.3437986,blood_bank,West Bengal,KOLKATA,3322234147
Institute of Child Health Blood Bank,22.5387251,88.3719501,blood_bank,West Bengal,KOLKATA,3322905686
Calcutta National Medical College Hospital Blood Bank,22.5461272,88.3709228,blood_bank,West Bengal,KOLKATA,03322848397; 03322844834
Life Care Medical Complex Private Limited Blood Bank,22.5498539,88.3708443,blood_bank,West Bengal,KOLKATA,03322846940; 03322896768
B.R. Singh Hospital Blood Bank,22.5654952,88.3710167,blood_bank,West Bengal,KOLKATA,3323523679
Apollo Gleneagles Hospital Limited Blood Bank,22.5746495,88.401539,blood_bank,West Bengal,KOLKATA,03323202122; 03323203040
Indian Association of Blood Cancer and Allied Diseases Blood Bank,22.5707584,88.3999175,blood_bank,West Bengal,KOLKATA,03364610972; 03323730138
"ESI Hospital, Maniktala Blood Bank",22.585747,88.3925548,blood_bank,West Bengal,KOLKATA,3323557212
Marwari Relief Society Blood Bank,22.5827539,88.3575073,blood_bank,West Bengal,KOLKATA,3322745675
Calcutta Medical College Hospital Blood Bank,22.5722271,88.3601296,blood_bank,West Bengal,KOLKATA,3322551591
Lions District Blood Bank,22.5677261,88.3512201,blood_bank,West Bengal,KOLKATA,3322485778
Bhoruka Research Centre for Haematology and Blood Transfusion's Blood Bank,22.55504,88.3573776,blood_bank,West Bengal,KOLKATA,3322658092
Mission of Mercy Hospital and Research Centre Blood Bank,22.5480223,88.3603361,blood_bank,West Bengal,KOLKATA,03366352095; 03366352099
Belle Vue Clinic Blood Bank,22.542546,88.3549071,blood_bank,West Bengal,KOLKATA,03322872321; 03322876725; 03322877973
Health Point - A Multispeciality Hospital Blood Bank,22.5311455,88.3532096,blood_bank,West Bengal,KOLKATA,03364556455; 03330575735
Peoples Blood Bank,22.516068,88.3460721,blood_bank,West Bengal,KOLKATA,03324555164; 03324555027
Chittaranjan National Cancer Institute Blood Bank,22.5249001,88.3466891,blood_bank,West Bengal,KOLKATA,3324765101
Ramkrishna Mission Seva Prathisthan's Blood Bank,22.5233601,88.3519958,blood_bank,West Bengal,KOLKATA,3324753636
"Ashok Laboratory, Centre for Transfusion, Medicine and Clinical Research's Blood Bank",22.5030378,88.3669354,blood_bank,West Bengal,KOLKATA,03324148250; 03324720333
KPC Medical College and Hospital,22.4939225,88.3728942,blood_bank,West Bengal,KOLKATA,03366211765; 03330016100; 03330016299
Saroj Gupta Cancer Centre and Research Institute Blood Bank,22.4592855,88.3197022,blood_bank,West Bengal,KOLKATA,3324532781
ESIC Hospital's Blood Bank,22.4526082,88.3009011,blood_bank,West Bengal,KOLKATA,03324381631; 03324671764; 03324671322; 03324676280; 03324672799
Cord Life Sciences India Private Limited Blood Bank,22.3920605,88.2715765,blood_bank,West Bengal,KOLKATA,9871321804
Uluberia Sub-Divisional Hospital Blood Bank,22.4700645,88.0942562,blood_bank,West Bengal,HOWRAH,3326612928
District Hospital Blood Bank - Damoh,23.8331598,79.4407064,blood_bank,Madhya Pradesh,DAMOH,7812222183
Chakan Blood Bank,18.7658574,73.8585499,blood_bank,Maharashtra,PUNE,2135202141
"Jeevanraj Charitable Foundations, Ahmednagar Blood Bank",19.0853162,74.7402902,blood_bank,Maharashtra,AHMEDNAGAR,2412450099
Anand Rushiji Blood Bank,19.0801653,74.7320343,blood_bank,Maharashtra,AHMEDNAGAR,02412320472; 02412320473; 02412320474
"Civil Surgeon General Hospital Blood Bank, Ahmednagar",19.1084843,74.7353148,blood_bank,Maharashtra,AHMEDNAGAR,2412430127
Ashtavinayak Blood Bank,19.1170222,74.7358672,blood_bank,Maharashtra,AHMEDNAGAR,2412421334
Rotary Blood Bank - Rahuri Charitable Trust,19.396436,74.6471483,blood_bank,Maharashtra,AHMEDNAGAR,2426232975
Jondhale Nitya Seva Blood Bank,19.6226922,74.6604047,blood_bank,Maharashtra,AHMEDNAGAR,2422225000
"Sanjeevani Blood Bank, Kopargaon",19.8894649,74.4586598,blood_bank,Maharashtra,AHMEDNAGAR,02423222237; 02423224885; 02423223117
Shri Sainath Blood Bank,19.7632702,74.4756253,blood_bank,Maharashtra,AHMEDNAGAR,2423258525
S. S. Venutai Y. Chavan Sub-District Hospital Blood Bank Karad,17.2880535,74.1864453,blood_bank,Maharashtra,SATARA,02164222459; 02164221020
Instutute of Medical Science and Research Blood Bank and Blood Component Seperation Unit,17.4311224,74.549379,blood_bank,Maharashtra,SATARA,02161270661; 02161270761
Shree Mahaveer Blood Bank,15.8552573,74.5113177,blood_bank,Karnataka,Belgaum,8312430759
M/s. Sri Sai Blood Bank,15.834617,74.5256455,blood_bank,Karnataka,Belgaum,8312496444
Jeevanavar Blood Bank,15.3536316,75.1306785,blood_bank,Karnataka,DHARWAD,8362278320
Annasaheb Galatge Lions Blood Bank,16.2189759,74.3518375,blood_bank,Maharashtra,KOLHAPUR,02327223100; 02327226355
"Cottage Hospital Blood Bank, Sawantwadi",15.9027978,73.8235109,blood_bank,Maharashtra,SINDHUDURG,2363275035
"District Hospital Blood Bank, Goa",15.5971173,73.8202139,blood_bank,Goa,NORTH GOA,+91-8322253387
Goa Medical College Blood Bank,15.4638155,73.8581086,blood_bank,Goa,NORTH GOA,+91-8322458724
SMRC's V. M. Salgaocar Hospital Blood Bank,15.3945882,73.8367713,blood_bank,Goa,SOUTH GOA,+91-8326691919; +91-8322540218
Hospicio Hospital Blood Bank,15.2794422,73.9605341,blood_bank,Goa,SOUTH GOA,+91-8322703801; +91-8322705664
K. L. E. Society Blood Bank,14.6618273,74.3097801,blood_bank,Karnataka,UTTARA KANNADA,8388230257
District Hospital Blood Bank Karwar,14.817145,74.1291493,blood_bank,Karnataka,UTTARA KANNADA,8382226318
Dhubri Civil Hospital Blood Bank,26.035485,89.9643803,blood_bank,Assam,DHUBRI,03662232558; 03662230959
Rampura Phul Civil Hospital Blood Bank,30.2751072,75.2354264,blood_bank,Punjab,BATHINDA,1651220700
G.N.R.C. Hospital Blood Bank,26.1389282,91.7943871,blood_bank,Assam,KAMRUP METRO,3612227700
Hayat Hospital Blood Bank,26.1390582,91.7463514,blood_bank,Assam,KAMRUP,
Central Hospital N. F. Railway Blood Bank,26.1518579,91.6950837,blood_bank,Assam,KAMRUP,03612723762; 03612570492
Sanjevani Hospital Blood Bank,26.1609752,91.7094228,blood_bank,Assam,KAMRUP METRO,3612674892
Mahendra Mohan Choudhury (MMC) Hospital Blood Bank,26.1854996,91.7403486,blood_bank,Assam,KAMRUP,3612733004
Marwari Hospital and Research Centre Blood Bank,26.1721801,91.7404747,blood_bank,Assam,KAMRUP METRO,3612733737
Dr. B. Borooah Cancer Institute Blood Bank,26.1652869,91.7470488,blood_bank,Assam,KAMRUP METRO,03612472366; 03612472636
Surakhya Blood Bank,26.1746571,91.7524923,blood_bank,Assam,KAMRUP METRO,03612606665; 03612606888
Ganga Hospital Blood Bank - Guwahati,26.1723257,91.7601635,blood_bank,Assam,KAMRUP METRO,3612454742
Guwahati Medical College and Hospital (GMCH) State of The Art Model Blood Bank,26.1600676,91.7680237,blood_bank,Assam,KAMRUP METRO,3612529457
Saharia's Path Lab & Blood Bank,26.1626905,91.7705919,blood_bank,Assam,KAMRUP,0361-2458595; 03612458594
International Hospital Blood Bank,26.1540187,91.7812,blood_bank,Assam,KAMRUP,3617135005
"District Hospital Blood Bank, Phek town",25.7101868,94.4642311,blood_bank,Nagaland,PHEK,
"District Hospital Blood Bank, Wokha",26.0789948,94.2589442,blood_bank,Nagaland,WOKHA,
"District Hospital Blood Bank, Zunheboto",26.0031923,94.5237681,blood_bank,Nagaland,ZUNHEBOTO,
Dr. Imkongliba Memorial District Hospital Blood Bank,26.3189406,94.520776,blood_bank,Nagaland,MOKOKCHUNG,
"District Hospital Blood Bank, Tuensang-Mon",26.2526482,94.8182116,blood_bank,Nagaland,TUENSANG-MON,
Max Super Speciality Hospital Blood Bank,30.1923615,74.9471097,blood_bank,Punjab,BATHINDA,1646601400
Apollo Hospital Blood Bank,22.7575432,75.8853102,blood_bank,Madhya Pradesh,INDORE,7312445566
Santushti Hospital Private Limited Blood Bank,25.2826758,82.9756567,blood_bank,Uttar Pradesh,VARANASI,5422316230
Hind Institute of Medical Sciences Blood Bank,27.1886805,80.854083,blood_bank,Uttar Pradesh,SITAPUR,
Lal Bahadur Shastri Hospital Blood Bank,28.6179779,77.3117405,blood_bank,Delhi,EAST DELHI,1122783633
"Mission Jan Jagriti Blood Bank, North East Delhi",28.6738866,77.1357541,blood_bank,Delhi,NORTH EAST DELHI,1147053443
E. S. I. Hospital Blood Bank,28.6573877,77.1297365,blood_bank,Delhi,WEST DELHI,01125970808; 01125100664
Maharaja Agrasen Hospital Blood Bank,28.6740007,77.1337947,blood_bank,Delhi,WEST DELHI,01140777777(Exte.6700)
Sri Balaji Action Medical Institute Blood Bank,28.6737207,77.1102315,blood_bank,Delhi,WEST DELHI,01142888888; 01145666666
Dr. Baba Sahab Ambedkar Hospital Blood Bank,28.7148385,77.1134395,blood_bank,Delhi,NORTH WEST DELHI,01127049950; 01127055585
Rajiv Gandhi Cancer Institute and Research Center Blood Bank,28.7168075,77.1114063,blood_bank,Delhi,NORTH WEST DELHI,01147022222; 01127051011
Blood Bank,28.6975755,77.1095051,blood_bank,Delhi,WEST DELHI,01127907248;01127907238;01127907000
Pitampura Blood Bank,28.6999706,77.1255147,blood_bank,Delhi,NORTH WEST DELHI,
Saroj Super Speciality Hospital Blood Bank,28.7066786,77.129405,blood_bank,Delhi,NORTH WEST DELHI,01147903333; 01127903276
"Lions Blood Bank, Shlimar Bagh",28.7040524,77.1623817,blood_bank,Delhi,NORTH WEST DELHI,01142258080; 01147122000
"Fortis Hospital Blood Bank, Shalimar Bagh",28.7096432,77.1691744,blood_bank,Delhi,NORTH WEST DELHI,1145302282
Sonipat Blood Bank,28.9915055,77.0345758,blood_bank,Haryana,SONIPAT,1302218999
Bhagat Phool Singh Government Medical College for Women Blood Bank,29.1520594,76.8080337,blood_bank,Haryana,SONIPAT,01263283041; 01263283063
N.C. Medical College and Hospital Blood Bank,29.2863544,76.8794167,blood_bank,Haryana,PANIPAT,
"Red Cross Blood Bank, Panipet",29.3931336,76.9692332,blood_bank,Haryana,PANIPAT,1804002049
Prem Blood Bank,29.3985411,76.966331,blood_bank,Haryana,PANIPAT,01802697191; 01802635900; 01804008431
"General Hospital Blood Bank, Karnal",29.6957535,76.9925871,blood_bank,Haryana,KARNAL,1842268899
LNJP District Government Hospital Blood Bank,29.9654497,76.819818,blood_bank,Haryana,KURUKSHETRA,01744292716; 01744293580; 01744290344
Haryana Institute of Medical Sciences (HIMS) Hospital Blood Bank,29.8446525,76.4407843,blood_bank,Haryana,KAITHAL,
Smt. Indira Gandhi Government Multispeciality Blood Bank,29.7937127,76.4220679,blood_bank,Haryana,KAITHAL,
Jagdambe Blood Bank,29.7155631,75.9008744,blood_bank,Haryana,FATEHABAD,1692230692
Dr. Anant Ram Janta Hospital Blood Bank,29.3632141,75.9017515,blood_bank,Haryana,HISAR,1693242096
Haryana Blood Bank,29.1300626,75.7443649,blood_bank,Haryana,HISAR,1662221740
Manglam Blood Bank,29.1319182,75.7448396,blood_bank,Haryana,HISAR,01662248767; 01662223367
Sarvodaya Blood Bank services,29.1410973,75.7336119,blood_bank,Haryana,HISAR,1662231031
Nalwa Pathology and Microbiology Laboratory Blood Bank,29.1571506,75.7224351,blood_bank,Haryana,HISAR,01662-236218; 01662230699
"General Hospital Blood Bank, Hisar",29.1700092,75.7186988,blood_bank,Haryana,HISAR,1662275566
"Maharaja Agrasen Medical College, Agroha, Blood Bank",29.3367441,75.6221634,blood_bank,Haryana,HISAR,01669-281193; 94(Ext.225)
Shiv Shakti Blood Bank,29.5366543,75.0220741,blood_bank,Haryana,SIRSA,01666234735; 01666234117
Bapu Maghar Singh Ji International Blood Bank,29.467888,75.0687325,blood_bank,Haryana,SIRSA,01666238687; 01666238659
Brahm Shakti Hospital and Research Centre Blood Bank,28.7123803,77.0812288,blood_bank,Delhi,NORTH WEST DELHI,01127537894; 01127532428; 01127531683; 01127537967
SGT Medical College Hospital and Research Institute Blood Bank,28.4782591,76.9025293,blood_bank,Haryana,GURGAON,0124-2278186; 01242278256
Bensups Hospital Blood Bank,28.5927555,77.0441928,blood_bank,Delhi,SOUTH WEST DELHI,1145017615
