name,lat,lng,type,state,district,beds,emergency
Shri Siddhi Vinayak Hospital,25.1510339,73.076361,hospital,Rajasthan,Pali,,
Sarvodaya Hospital,24.995281,72.266669,hospital,Rajasthan,Jalore,,
ESI Hospital,25.2379326,73.2308444,hospital,Rajasthan,Pali,,
J.K. Hospital,25.1505434,73.0782516,hospital,Rajasthan,Pali,,
Dr.Anita Rajpurohit Hospital,25.1493706,73.0857348,hospital,Rajasthan,Pali,,
Life Line Hospital,25.0041217,72.2779429,hospital,Rajasthan,Jalore,,
Guru Kripa Suraj Clinic,26.1523814,74.0033162,hospital,Rajasthan,Pali,,
Swaroop Hospital,25.1390383,73.063095,hospital,Rajasthan,SIROHI,,
Nahar Hospital,24.997007,72.263291,hospital,Rajasthan,Jalore,,
Shree Mahadev Multispeciality Hospital,26.2201395,73.9417045,hospital,Rajasthan,Pali,,
"Government Hospital, Bhendala",19.6837941,75.0712001,hospital,Maharashtra,Aurangabad,,
Government Hospital,24.704055,72.684763,hospital,Rajasthan,SIROHI,,
Dhanvantri Hospital,24.4333009,72.7130976,hospital,Rajasthan,SIROHI,,
Vatsalya Hospital,24.799019,73.0514543,hospital,Rajasthan,SIROHI,,
Dr. Vijay Joshi Gayatri Hospital,23.564495,73.740811,hospital,Rajasthan,DUNGARPUR,,
Choudhary Hospital,24.7920684,73.0443489,hospital,Rajasthan,SIROHI,,
BM Hospital,23.856712,73.707681,hospital,Rajasthan,DUNGARPUR,,
Disha Hospital,23.8549792,73.7050238,hospital,Rajasthan,DUNGARPUR,,
Chandrawal Hospital,24.5022035,72.7910359,hospital,Rajasthan,SIROHI,,
Ayurveda Hospital,23.674907,74.023369,hospital,Rajasthan,DUNGARPUR,,
Mehta Hospital,23.6703574,74.0221107,hospital,Rajasthan,DUNGARPUR,,
Aravali Hospital,24.8808532,72.8509532,hospital,Rajasthan,SIROHI,,
National Hospital,23.9571118,74.0775751,hospital,Rajasthan,DUNGARPUR,,
Government Ayurvedic Hospital,24.471176,72.7725815,hospital,Rajasthan,SIROHI,,
Siddhi Vinayak Hospital,23.9585983,74.078789,hospital,Rajasthan,DUNGARPUR,,
Bokhla Hospital,23.8995141,73.5497114,hospital,Rajasthan,Udaipur,,
M M Patidar Hospital,23.6655272,74.0158818,hospital,Rajasthan,DUNGARPUR,,
ESI Hospital,24.465175,72.7786588,hospital,Rajasthan,SIROHI,,
Mewar Hospital,23.8551008,73.7059643,hospital,Rajasthan,DUNGARPUR,,
Pacific Health Hospital,23.9677769,74.0837258,hospital,Rajasthan,DUNGARPUR,,
Shree Padmavati Eye Hospital,23.6682206,74.0261327,hospital,Rajasthan,DUNGARPUR,,
Government Hospital,23.5759697,73.7491151,hospital,Rajasthan,DUNGARPUR,,
Purohit Hospital,24.7955632,73.0501889,hospital,Rajasthan,SIROHI,,
Government Hospital,24.619969,72.529046,hospital,Rajasthan,SIROHI,,
Homeopathy Hospital,23.8583511,73.7109966,hospital,Rajasthan,DUNGARPUR,,
Bansal Hospital,24.4838863,72.7829999,hospital,Rajasthan,SIROHI,,
Bhagwan Mahaveer Orthopaedic Hospital,23.8567446,73.7085124,hospital,Rajasthan,DUNGARPUR,,
Railway Hospital,24.481898,72.788272,hospital,Rajasthan,SIROHI,,
Government Hospital,23.663977,74.0064403,hospital,Rajasthan,DUNGARPUR,,
Dr. Laxman Singh Chouhan Hospital,23.956636,74.0758009,hospital,Rajasthan,DUNGARPUR,,
Gaurav Singhi Hospital,24.4839773,72.7829652,hospital,Rajasthan,SIROHI,,
Mahila Government Hospital,24.8871992,72.8586236,hospital,Rajasthan,SIROHI,,
Yadav Hospital,24.8779768,72.8592033,hospital,Rajasthan,SIROHI,,
Desai Hospital,24.878378,72.861102,hospital,Rajasthan,SIROHI,,
Life Care Hospital,24.4947392,72.7939531,hospital,Rajasthan,SIROHI,,
Jeevan Jyoti Hospital,23.8569221,73.7104951,hospital,Rajasthan,DUNGARPUR,,
Shifa Nursing Care Centre,23.5246467,73.7683505,hospital,Rajasthan,DUNGARPUR,,
Eye Hospital,24.8868506,72.8584285,hospital,Rajasthan,SIROHI,,
New Satellite Hospital,24.6269685,73.7063096,hospital,Rajasthan,Udaipur,,
Satyam Orthopaedic and Surgical Hospital,24.0747552,73.692761,hospital,Rajasthan,Udaipur,,
Tripathi Hospital,23.9835388,73.5937049,hospital,Rajasthan,Udaipur,,
L.C. Memorial Dental Hospital,24.5868508,73.7394758,hospital,Rajasthan,Udaipur,,
Sanjivani Hospital,24.7895408,73.9754452,hospital,Rajasthan,Udaipur,,
Alokik Hospital,24.595836,73.774237,hospital,Rajasthan,Udaipur,,
Sun Hospital,24.6346198,73.6819835,hospital,Rajasthan,Udaipur,,
Sunrise Hospital,24.564781,73.720818,hospital,Rajasthan,Udaipur,,
Alakh Nayan Mandir Eye Hospital,24.592949,73.765567,hospital,Rajasthan,Udaipur,,
TB Hospital,24.6301474,73.6369013,hospital,Rajasthan,Udaipur,,
Vinayak Hospital,24.1354405,74.0404357,hospital,Rajasthan,Udaipur,,
Government Hospital,23.9870534,73.5947165,hospital,Rajasthan,Udaipur,,
Aamliya Bagh Hospital,24.7855097,73.9880594,hospital,Rajasthan,Udaipur,,
Aarogya Hospital,24.135791,74.04051,hospital,Rajasthan,Udaipur,,
Jeevan Jyoti Hospital,24.5573074,73.7159633,hospital,Rajasthan,Udaipur,,
Niharika Hospital,24.6178345,73.6909345,hospital,Rajasthan,Udaipur,,
Anmol Hospital,24.6430368,73.6927549,hospital,Rajasthan,Udaipur,,
Apna Hospital,24.62016,73.6892787,hospital,Rajasthan,Udaipur,,
Sharma Multispeciality Hospital,24.6246165,73.7099797,hospital,Rajasthan,Udaipur,,
Pancholi Hospital,23.9843896,73.5994845,hospital,Rajasthan,Udaipur,,
TB Hospital,24.655965,73.660284,hospital,Rajasthan,Udaipur,,
Durga Hospital,23.982593,73.593887,hospital,Rajasthan,Udaipur,,
Devyanshi Ayuveda and Panchakarma Hospital,24.5609578,73.7255252,hospital,Rajasthan,Udaipur,,
Eye Care Hospital,24.5781295,73.6962994,hospital,Rajasthan,Udaipur,,
Shreyas Children & Maternity Hospital,24.6104457,73.6856103,hospital,Rajasthan,Udaipur,,
Victoria Hospital,24.5542955,73.7439654,hospital,Rajasthan,Udaipur,,
ESIC Hospital,24.6276113,73.7241831,hospital,Rajasthan,Udaipur,,
Srinath Orthopaedic Hospital,24.618731,73.6898061,hospital,Rajasthan,Udaipur,,
Sanjeevani Hospital,24.1362113,74.0448482,hospital,Rajasthan,Udaipur,,
Railway Hospital,24.5827783,73.7261698,hospital,Rajasthan,Udaipur,,
Jai Hind Surgical Hospital,23.9870337,73.5951189,hospital,Rajasthan,Udaipur,,
Seva Bharti Hospital,24.5814283,73.671123,hospital,Rajasthan,Udaipur,,
Shivam Hospital,24.582466,73.7222265,hospital,Rajasthan,Udaipur,,
Ahmadabad Hospital,23.9958153,73.63283,hospital,Rajasthan,Udaipur,,
JK Hospital,24.6065191,73.710867,hospital,Rajasthan,Udaipur,,
Taya Eye Hospital,24.5993126,73.7913152,hospital,Rajasthan,Udaipur,,
Pratap Hospital,24.5911381,73.7491103,hospital,Rajasthan,Udaipur,,
B L Jain Memorial Hospital,24.5533667,73.7074333,hospital,Rajasthan,Udaipur,,
Sehat Hospital,24.5843411,73.6672306,hospital,Rajasthan,Udaipur,,
Wagad Hospital,23.55239,74.442984,hospital,Rajasthan,Banswara,,
Rajat Hospital,23.4505024,74.2574977,hospital,Rajasthan,Banswara,,
Fakhri Hospital,23.5919047,74.17464,hospital,Rajasthan,Banswara,,
Bhagwan Mahaveer Hospital,25.5367238,73.8905429,hospital,Rajasthan,Rajsamand,,
Shreeji Hospital,25.034033,73.8665183,hospital,Rajasthan,Rajsamand,,
Dr. Rekha Sharma Hospital,24.9424523,73.8222026,hospital,Rajasthan,Rajsamand,,
Bhatnagar Nursing & Maternity Home,23.540483,74.436498,hospital,Rajasthan,Banswara,,
Dharti Hospital,23.7584004,74.4138484,hospital,Rajasthan,Banswara,,
Government Pashu Hospital,24.0399254,74.7723528,hospital,Rajasthan,Pratapgarh,,
Dr. Nitin Suthar Disha Hospital,24.0242892,74.7794656,hospital,Rajasthan,Pratapgarh,,
Shree Jee Orthopaedic and Trauma Hospital,25.0319509,73.8646719,hospital,Rajasthan,Rajsamand,,
Aasma Hospital,23.5584454,74.4570348,hospital,Rajasthan,Banswara,,
Vision Centre - Alakh Nayan Eye Hospital,24.9287406,73.823379,hospital,Rajasthan,Rajsamand,,
Care Eye Hospital,25.0611281,73.9117963,hospital,Rajasthan,Rajsamand,,
GKB Gujrati Multispeciality Hospital,23.5578069,74.42954,hospital,Rajasthan,Banswara,,
Gyayak Hospital,23.527291,74.4245206,hospital,Rajasthan,Banswara,,
Radhika Hospital,25.0581799,73.9028242,hospital,Rajasthan,Rajsamand,,
Ashish Hospital,23.5908892,74.1652979,hospital,Rajasthan,Banswara,,
Sky Lifeline Multispeciality Hospital,24.0409584,74.745243,hospital,Rajasthan,Pratapgarh,,
Anand Orthopaedic Hospital,23.5563973,74.4317627,hospital,Rajasthan,Banswara,,
MGH Hospital,23.551742,74.4472527,hospital,Rajasthan,Banswara,,
Paras Hospital,23.591291,74.164937,hospital,Rajasthan,Banswara,,
Aashirwaad Hospital,23.7588034,74.4158419,hospital,Rajasthan,Banswara,,
Dr. Ajit Hospital,23.4470489,74.2610507,hospital,Rajasthan,Banswara,,
City Hospital,25.0585013,73.8756857,hospital,Rajasthan,Rajsamand,,
Aastha Hospital,24.0392816,74.7799424,hospital,Rajasthan,Pratapgarh,,
Vardhman Hospital,23.518627,74.412899,hospital,Rajasthan,Banswara,,
Udgam Hospital,24.0397231,74.7782477,hospital,Rajasthan,Pratapgarh,,
Vandana Hospital,25.5347425,73.9106682,hospital,Rajasthan,Rajsamand,,
Kavdia Hospital,25.058326,73.873551,hospital,Rajasthan,Rajsamand,,
Government Hospital,25.735988,74.07884,hospital,Rajasthan,Rajsamand,,
Yadav Fracture & Orthopaedic Hospital,23.5521414,74.4341975,hospital,Rajasthan,Banswara,,
Maryam Hospital,23.5524337,74.449424,hospital,Rajasthan,Banswara,,
Burhani Hospital,23.5933224,74.1711818,hospital,Rajasthan,Banswara,,
Government Ayurvedic Hospital,23.524081,74.418694,hospital,Rajasthan,Banswara,,
Jain Hospital,25.0575706,73.896594,hospital,Rajasthan,Rajsamand,,
Shree Ramchandra Memorial Hospital,25.2862582,73.9172037,hospital,Rajasthan,Rajsamand,,
Charpota Hospital,23.607042,74.3783541,hospital,Rajasthan,Banswara,,
Nikunj Ortho Hospital,25.0482135,73.8947987,hospital,Rajasthan,Rajsamand,,
Taly Memorial Hospital,23.54121,74.438745,hospital,Rajasthan,Banswara,,
Rajasthan Hospital,24.8728543,74.6174921,hospital,Rajasthan,Chittorgarh,,
Om Multispeciality Hospital,25.0226532,75.013657,hospital,Rajasthan,Chittorgarh,,
Dr. Krishna Mehta Maternity and Nursing Home,24.899543,74.625989,hospital,Rajasthan,Chittorgarh,,
Pearl Hospital and Research Centre,24.882963,74.630971,hospital,Rajasthan,Chittorgarh,,
Naytra Jyoti Eye Hospital,24.8896582,74.6252867,hospital,Rajasthan,Chittorgarh,,
Dhanvantary Nursing Care,24.8784962,74.2631959,hospital,Rajasthan,Chittorgarh,,
Dr. Khabya Heart Care Hospital,24.8789746,74.6206479,hospital,Rajasthan,Chittorgarh,,
Life Care Hospital,24.625491,74.680682,hospital,Rajasthan,Chittorgarh,,
Dr. Bakshi Hospital,24.8746543,74.6181272,hospital,Rajasthan,Chittorgarh,,
Radha Krishna Hospital,24.8789264,74.6207351,hospital,Rajasthan,Chittorgarh,,
Zinc Hospital,24.9055331,74.6036329,hospital,Rajasthan,Chittorgarh,,
Sneh Hospital,24.6194009,74.6800031,hospital,Rajasthan,Chittorgarh,,
Ladda Hospital,24.622681,74.685491,hospital,Rajasthan,Chittorgarh,,
Sharma Hospital,24.6239302,74.674655,hospital,Rajasthan,Chittorgarh,,
Sharma Nursing Home,24.5927666,74.6924607,hospital,Rajasthan,Chittorgarh,,
Mewar Orthopaedic Hospital,24.8856048,74.621299,hospital,Rajasthan,Chittorgarh,,
Nagori Hospital,24.4105667,74.469259,hospital,Rajasthan,Chittorgarh,,
Goyal Hospital,24.8858372,74.3067349,hospital,Rajasthan,Chittorgarh,,
Tiwari Hospital,24.4138625,74.474752,hospital,Rajasthan,Chittorgarh,,
Maa Gayatri Hospital,24.8940932,74.6200613,hospital,Rajasthan,Chittorgarh,,
SPS Hospital,24.8795508,74.3203346,hospital,Rajasthan,Chittorgarh,,
"Government Hospital, Kate Pimpalgaon",19.8554556,74.9296281,hospital,Maharashtra,Aurangabad,,
"Government Hospital, Jarul",19.9836885,74.7544044,hospital,Maharashtra,Aurangabad,,
"Government Hospital, Ranjangaon Shenpunji",19.8405006,75.2168293,hospital,Maharashtra,Aurangabad,,
Sanjivni Hospital,25.402549,74.895014,hospital,Rajasthan,Bhilwara,,
Krishna Hospital,25.3315664,74.6377072,hospital,Rajasthan,Bhilwara,,
Keshav Hospital,25.3631425,74.6453405,hospital,Rajasthan,Banswara,,
Ambesh Jain Hospital,25.3310348,74.6185034,hospital,Rajasthan,Bhilwara,,
Vinayak Ortho & General Hospital,25.1506651,75.3141668,hospital,Rajasthan,Bhilwara,,
Dargar Hospital,25.3285563,74.6404407,hospital,Rajasthan,Bhilwara,,
Arihant Hospital,25.3464911,74.6332727,hospital,Rajasthan,Bhilwara,,
Sanjivani Hospital,25.3643861,74.6279029,hospital,Rajasthan,Bhilwara,,
Bangad Hospital,25.3675999,74.6389026,hospital,Rajasthan,Bhilwara,,
Natraj Hospital,25.1590984,75.3209489,hospital,Rajasthan,Bhilwara,,
Suraj Eye Hospital,25.7418246,74.3264545,hospital,Rajasthan,Bhilwara,,
Rajaram Hospital,25.216385,74.253376,hospital,Rajasthan,Bhilwara,,
ASPN Eye Hospital,25.336661,74.615934,hospital,Rajasthan,Bhilwara,,
Mewad Hospital,25.3216096,74.5871067,hospital,Rajasthan,Bhilwara,,
Gargi Hospital,25.7349048,74.3310473,hospital,Rajasthan,Bhilwara,,
Ajmera Hospital,25.3646379,74.6275919,hospital,Rajasthan,Bhilwara,,
Medicare Hospital,25.209471,75.076007,hospital,Rajasthan,Bhilwara,,
Shanti Hospital & Rehab Centre,25.7535557,75.3896836,hospital,Rajasthan,Bhilwara,,
Goyal Hospital,25.33737,74.615754,hospital,Rajasthan,Bhilwara,,
Vasudev Hospital,25.1566706,75.3197951,hospital,Rajasthan,Bhilwara,,
Mahala Dental Hospital,25.9094292,74.6595497,hospital,Rajasthan,Bhilwara,,
Government Hospital,25.2172893,74.2521481,hospital,Rajasthan,Bhilwara,,
Dr Luv's Trichology & Cosmetology Centre,25.3336583,74.6421904,hospital,Rajasthan,Bhilwara,,
Nimach Eye Hospital,25.2004695,75.0914721,hospital,Rajasthan,Bhilwara,,
Chand Clinic and Research Centre,25.6263515,75.2845699,hospital,Rajasthan,Bhilwara,,
"Government Hospital, Bharadi",20.3577969,75.5544759,hospital,Maharashtra,Aurangabad,,
Ayurvedic Hospital,25.5822885,76.4512912,hospital,Rajasthan,Kota,,
Arihant Orthopaedic Hospital,25.185093,75.870507,hospital,Rajasthan,Kota,,
Parihar Chest Hospital,25.128824,75.8350346,hospital,Rajasthan,Kota,,
Fauji Hospital,25.5405082,76.3765422,hospital,Rajasthan,Kota,,
S K M Hospital,25.1803846,75.8831455,hospital,Rajasthan,Kota,,
Nandwana Hospital & Research Centre,25.1255856,75.8347808,hospital,Rajasthan,Kota,,
Rainbow Children Hospital,25.1327437,75.8210569,hospital,Rajasthan,Kota,,
R. K. Hospital,24.653364,75.938953,hospital,Rajasthan,Kota,,
Gupta Hospital and Fertility Research Centre,25.1355295,75.8361925,hospital,Rajasthan,Kota,,
RKB Hospital,25.1330131,75.9471913,hospital,Rajasthan,Kota,,
Sadguru Eye & Dental Hospital,25.1799238,75.8712438,hospital,Rajasthan,Kota,,
Siddhi Vinayak Hospital,25.1837218,75.8935173,hospital,Rajasthan,Kota,,
Birla Eye and Child Hospital,25.1580114,75.8282103,hospital,Rajasthan,Kota,,
Sushrut Hospital,25.1454581,75.826185,hospital,Rajasthan,Kota,,
Arihant Hospital,25.1826932,75.8967718,hospital,Rajasthan,Kota,,
NR Hospital,25.1582712,75.8314596,hospital,Rajasthan,Kota,,
Sangod Eye Hospital,24.9237258,76.2922076,hospital,Rajasthan,Kota,,
Varshney Children Hospital,25.142542,75.8212717,hospital,Rajasthan,Kota,,
Maruthi Hospital,25.1220713,75.8336383,hospital,Rajasthan,Kota,,
Loda Hospital,24.997158,75.9223936,hospital,Rajasthan,Kota,,
Sara Hospital,25.1572089,75.8586505,hospital,Rajasthan,Kota,,
Shri Ji Hospital,25.1520769,75.8532326,hospital,Rajasthan,Kota,,
Manav Seva Samiti Hospital,25.1326681,75.8546253,hospital,Rajasthan,Kota,,
Sudha Hospital,25.151794,75.8524973,hospital,Rajasthan,Kota,,
Sarthi Hospital,25.130743,75.822484,hospital,Rajasthan,Kota,,
Kinkaar Hospital,25.1522965,75.852447,hospital,Rajasthan,Kota,,
T.T. Hospital,24.9244296,76.2823679,hospital,Rajasthan,Kota,,
Sukhdham Hospital,25.1838755,75.8723135,hospital,Rajasthan,Kota,,
Indian Spine & Bone Hospital,25.122686,75.836558,hospital,Rajasthan,Kota,,
Dr. Kaushal Maheshwari E.N.T. Hospital,25.1563512,75.8314886,hospital,Rajasthan,Kota,,
Rajdeep Nursing Home,25.1718399,75.8537794,hospital,Rajasthan,Kota,,
Krishna Hospital,25.1220519,75.8444631,hospital,Rajasthan,Kota,,
Balaji Hospital,25.1263615,75.8363801,hospital,Rajasthan,Kota,,
Nandwana Hospital,25.1382403,75.8336929,hospital,Rajasthan,Kota,,
Kinker Laparoscopic Hospital,25.1508242,75.8526147,hospital,Rajasthan,Kota,,
MSM Hospital,25.12993,75.825859,hospital,Rajasthan,Kota,,
Anurag Hospital,25.1567535,75.8605139,hospital,Rajasthan,Kota,,
Ayurved Hospital,26.2911709,74.7338784,hospital,Rajasthan,Ajmer,,
Government Hospital,26.0828252,74.2806485,hospital,Rajasthan,Ajmer,,
St. Francis Hospital,26.4505725,74.6397675,hospital,Rajasthan,Ajmer,,
Vaishali Hospital and Research Centre,26.4703283,74.6340966,hospital,Rajasthan,Ajmer,,
Parshwathnath Hospital,26.099873,74.317898,hospital,Rajasthan,Ajmer,,
Sharma Hospital & Diagnostic Centre,26.4217572,74.651302,hospital,Rajasthan,Ajmer,,
Shree Maternity Child Hospital,26.095975,74.300936,hospital,Rajasthan,Ajmer,,
R.K.Hospital,26.491958,74.626892,hospital,Rajasthan,Ajmer,,
Shree PKV Hospital,25.9262121,74.6395508,hospital,Rajasthan,Ajmer,,
Shree Balaji Hospital,26.5862087,74.8604563,hospital,Rajasthan,Ajmer,,
Amrit Ayurved Panchakarma Hospital & Research Centre,26.4692402,74.6347376,hospital,Rajasthan,Ajmer,,
Mission Hospital,26.3035829,74.7368634,hospital,Rajasthan,Ajmer,,
Railway Hospital,26.4406917,74.6391608,hospital,Rajasthan,Ajmer,,
Sewarth Homeopathy Hospital,26.4932516,74.6280822,hospital,Rajasthan,Ajmer,,
Goyal Hospital,26.4244476,74.6537205,hospital,Rajasthan,Ajmer,,
Sanjivani Hospital,26.4692166,74.6156452,hospital,Rajasthan,Ajmer,,
Kamlesh Memorial Hospital,26.4498916,74.6438779,hospital,Rajasthan,Ajmer,,
Ajmer E.N.T. Hospital,26.4739986,74.6113653,hospital,Rajasthan,Ajmer,,
Shyama Bagh Hospital,26.4935286,74.5556749,hospital,Rajasthan,Pushkar,,
Parshwanath Hospital,26.08722,74.3062296,hospital,Rajasthan,Ajmer,,
Kothari Eye Hospital,26.4930926,74.6313723,hospital,Rajasthan,Ajmer,,
Dr. Vijay ENT Hospital,26.500502,74.630225,hospital,Rajasthan,Ajmer,,
Sanjeevani Hospital,26.469853,74.6154824,hospital,Rajasthan,Ajmer,,
Saroj Hospital,26.5861622,74.8610737,hospital,Rajasthan,Ajmer,,
Anand Multispeciality Hospital & Research Centre,26.0915204,74.293082,hospital,Rajasthan,Ajmer,,
GPM Nursing Home Care,26.5038904,74.6541799,hospital,Rajasthan,Ajmer,,
Sharma Clinic and Nursing Home,26.5715252,74.8652234,hospital,Rajasthan,Ajmer,,
CRPF Composite Hospital,26.457018,74.6564148,hospital,Rajasthan,Ajmer,,
Satellite Hospital,26.421705,74.65494,hospital,Rajasthan,Ajmer,,
Government Primary Satellite Hospital,26.4710358,74.6074365,hospital,Rajasthan,Ajmer,,
Government Hospital,25.9750647,75.152161,hospital,Rajasthan,Ajmer,,
Shekhawat Hospital,26.1122666,74.3209603,hospital,Rajasthan,Ajmer,,
Mental Hospital,26.1055127,74.3183099,hospital,Rajasthan,Ajmer,,
Upchar Hospital & Diagnostic Centre,26.6050077,74.8626622,hospital,Rajasthan,Ajmer,,
JMD Hospital & Research Centre,26.1041358,74.3150409,hospital,Rajasthan,Ajmer,,
Mewar Hospital,26.5035208,74.6329705,hospital,Rajasthan,Ajmer,,
Rajat Hospital & Research Centre,26.0943083,74.2616898,hospital,Rajasthan,Ajmer,,
Shri Rana Hospital & Diagnostic Centre,26.4906428,74.6199241,hospital,Rajasthan,Ajmer,,
Saran Hospital,26.4849216,74.6058875,hospital,Rajasthan,Ajmer,,
Mewar Hospitals,26.4723776,74.638096,hospital,Rajasthan,Ajmer,,
Goyal Hospital,26.3000407,74.7345409,hospital,Rajasthan,Ajmer,,
City Hospital,26.4759594,74.6354432,hospital,Rajasthan,Ajmer,,
Shekhwat Trust Hospital,26.09982,74.3172364,hospital,Rajasthan,Ajmer,,
Malik Hospital & Fertility Centre,26.4633216,74.6282759,hospital,Rajasthan,Ajmer,,
Shri Chandra Jain Hospital,26.0920683,74.3140819,hospital,Rajasthan,Ajmer,,
Government Ayurved Hospital,26.1044323,74.3196064,hospital,Rajasthan,Ajmer,,
Hada Hospital,26.4364394,74.6612075,hospital,Rajasthan,Ajmer,,
A K Hospital,26.0805537,74.3266271,hospital,Rajasthan,Ajmer,,
Kshetrapal Hospital Multispeciality & Research Centre,26.504464,74.634889,hospital,Rajasthan,Ajmer,,
Shubham Hospital,26.5753899,74.8329283,hospital,Rajasthan,Ajmer,,
Bachpan Hospital,26.4614912,74.6341628,hospital,Rajasthan,Ajmer,,
Rishi Ortho Hospital,26.104264,74.3144629,hospital,Rajasthan,Ajmer,,
Manipal Hospitals,26.4711394,74.6336775,hospital,Rajasthan,Ajmer,,
Rathi Hospital,26.0859441,74.3110183,hospital,Rajasthan,Ajmer,,
Y.N. Hospital,26.4219395,74.6512335,hospital,Rajasthan,Ajmer,,
Shree Kanak Hospital,26.4915915,74.6218841,hospital,Rajasthan,Ajmer,,
Shri Pushkar Jain Hospital,26.5858068,74.8541944,hospital,Rajasthan,Alwar,,
T B Hospital,26.1000305,74.320007,hospital,Rajasthan,Ajmer,,
Shree Charbhuja Hospital,26.484008,74.6061826,hospital,Rajasthan,Ajmer,,
Matra Mangal Hospital,26.4351539,74.6502728,hospital,Rajasthan,Ajmer,,
SRK ENT Hospital,26.586904,74.860346,hospital,Rajasthan,Ajmer,,
Shree Balaji Hospital,26.3982396,74.6639153,hospital,Rajasthan,Ajmer,,
Dental Hospital,26.3016333,74.7339803,hospital,Rajasthan,Ajmer,,
Priya Hospital,25.110104,76.501003,hospital,Rajasthan,Baran,,
Sitawari Hospital And Research Centre,25.1472477,76.8796406,hospital,Rajasthan,Baran,,
Rajkiya Mahila Hospital,24.5892845,76.1590224,hospital,Rajasthan,jhalawar,,
Dr. Siddiqui Dental Hospital,24.667648,76.8465133,hospital,Rajasthan,Baran,,
Nirogdham Hospital,24.4134844,76.5662259,hospital,Rajasthan,jhalawar,,
Jain Maternity Hospital,25.1375908,76.8807648,hospital,Rajasthan,Baran,,
Batra Eye Hospital,25.1026518,76.5054954,hospital,Rajasthan,Baran,,
Pirawa Hospital,24.161259,76.029047,hospital,Rajasthan,jhalawar,,
Sanwaria Hospital,24.4174228,76.5656333,hospital,Rajasthan,jhalawar,,
Jeevandeep General Hospital,25.1579568,76.2943162,hospital,Rajasthan,Baran,,
Orthopaedic and Trauma Centre Hospital,24.5779089,76.174221,hospital,Rajasthan,jhalawar,,
Bhargav Maternity Hospital,24.5407643,76.1714701,hospital,Rajasthan,jhalawar,,
Government Hospital,23.938345,75.623715,hospital,Rajasthan,jhalawar,,
Balaji Hospital and Multispeciality,24.5856144,76.1584172,hospital,Rajasthan,jhalawar,,
Nagar Hospital,25.1584467,76.2955373,hospital,Rajasthan,Baran,,
Jayswal Hospital,24.233826,76.8101463,hospital,Rajasthan,jhalawar,,
Sitabadi Hospital,25.1374396,76.8807796,hospital,Rajasthan,Baran,,
Shree Falodi Dental Hospital,24.5837874,76.1694764,hospital,Rajasthan,jhalawar,,
Bal Chand Hospital,24.5389856,76.1718037,hospital,Rajasthan,jhalawar,,
Sanjeevani Hospital,25.1033988,76.5021373,hospital,Rajasthan,Baran,,
"Government Hospital, Fulshevra",19.8658251,75.071465,hospital,Maharashtra,Aurangabad,,
Ayurvedic Hospital,25.7296143,76.2299243,hospital,Rajasthan,Bundi,,
Gehlot Nursing Home & Research Centre,26.1747873,75.7853151,hospital,Rajasthan,Tonk,,
Agrawal Eye And Skin Hospital,25.4370887,75.6419954,hospital,Rajasthan,Bundi,,
Ashish Hospital,26.1734006,75.7775951,hospital,Rajasthan,Tonk,,
Verdhman Dental and Orthodontics Hospital,26.1735437,75.7857356,hospital,Rajasthan,Tonk,,
Nama Hospital,26.1687653,75.7772841,hospital,Rajasthan,Tonk,,
Dr. Mahesh Hospital,25.4335876,75.6565166,hospital,Rajasthan,Bundi,,
Bansal Hospital,26.1505076,75.7858096,hospital,Rajasthan,Tonk,,
Ram Hospital,26.3006021,75.3740887,hospital,Rajasthan,Jaipur,,
Tripathi Child Care Hospital,26.156834,75.784472,hospital,Rajasthan,Tonk,,
Government Hospital,25.4397908,75.6452978,hospital,Rajasthan,Bundi,,
Shri G Hospital,26.2936044,75.3712542,hospital,Rajasthan,Jaipur,,
Namokar Children Hospital & Diagnostic Centre,25.7595061,75.3850901,hospital,Rajasthan,Tonk,,
Arogya Dental and General Hospital,26.2961773,75.3856395,hospital,Rajasthan,Tonk,,
Chandrabhan Hospital,26.155337,75.785137,hospital,Rajasthan,Tonk,,
Mateshwari Hospital,25.4388734,75.6573383,hospital,Rajasthan,Bundi,,
Anupriya Hospital,26.1596677,75.7776,hospital,Rajasthan,Tonk,,
Walia Hospital,26.3016791,75.3741377,hospital,Rajasthan,Jaipur,,
Amcure Hospital,26.2981091,75.3849912,hospital,Rajasthan,Tonk,,
Nimach Eye Hospital,25.4151361,75.6550124,hospital,Rajasthan,Bundi,,
R K Eye and Dental Hospital,26.2971658,75.3800993,hospital,Rajasthan,Tonk,,
Ojas Hospital,25.7544206,75.3804799,hospital,Rajasthan,Tonk,,
Maheshwari Children Hospital and Research Centre,25.434819,75.641362,hospital,Rajasthan,Bundi,,
Jaipur Eye Hospital,26.1573594,75.7788292,hospital,Rajasthan,Tonk,,
Maternal and Child Hospital,25.440784,75.645079,hospital,Rajasthan,Bundi,,
Arjundas Hospital,26.2960243,75.3853484,hospital,Rajasthan,Tonk,,
Shree Ji Dental Hospital,26.2939729,75.3721771,hospital,Rajasthan,Jaipur,,
Shubham Hospital,26.1707067,75.7778537,hospital,Rajasthan,Tonk,,
Raghuvar Fracture and General Hospital,25.4322825,75.6345012,hospital,Rajasthan,Bundi,,
Chandsi Hospital,26.1763883,75.7948141,hospital,Rajasthan,Tonk,,
